DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,European Union - 27 countries (from 2020),2023,75536.695,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2022,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Finland,2023,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2022,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,France,2023,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Georgia,2020,40.333,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Georgia,2021,60.044,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Georgia,2022,59.422,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2022,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Croatia,2023,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2020,932.619,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2021,773.076,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2022,778.920,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Hungary,2023,663.883,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2020,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2021,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2022,0.000,
ESTAT:NRG_BAL_S(1.0),16/12/24 23:00:00,Annual,Primary production,Solid fossil fuels,Thousand tonnes of oil equivalent,Ireland,2023,0.000,
